brand,description,pricecurrency,price,title,collection_name,collection_url,url,images_dir,s3_dir,manufacturer,country_of_origin,imported_by,weight,generic_name,unit_of_measurement,marketed_by,article_code,product_dimensions
Nike,"The radiance lives on in the Air Force 1 ’07, the b-ball original that puts a fresh spin on what you know best: durably stitched overlays, clean finishes and the perfect amount of style to make you shine.Durable leather in the upper softens and gains vintage character with wear.Originally designed for performance hoops, Nike Air cushioning delivers lasting comfort.Padded collar feels soft and comfortable.Rubber outsole with heritage pivot circles adds traction and durability.More Details  Foam midsole Perforations on toe Rubber outsole",,"₹ 9,695.00",WMNS AIR FORCE 1 07 WHITEOBSIDIAN-UNIVERSITY RED-WOLF GREY,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-white-obsidian-university-red-wolf-grey,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteobsidian-university red-wolf grey,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteobsidian-university red-wolf grey,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,FJ0710-100,
Adidas Originals,"PLATFORM SNEAKERS INSPIRED BY '70S B-BALL STYLES. Chunky, but old-school. Take your vintage style to new heights in a pair of adidas Nizza shoes with a platform outsole. The retro upper looks great with all kinds of denim. And who doesn't appreciate a little extra height?",,"₹ 7,599.00",WMNS NIZZA PLATFORM MID BLACK,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/nizza-platform-mid-black,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/wmns nizza platform mid black,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/wmns nizza platform mid black,,,,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,FY2783,
Nike,"You're not just in the game, you're leading it. Celebrating women who ball and the off-court lifestyle embedded into everyday life, the Blazer Low returns with nothin'-but-net style. Textured leather breaks in beautifully and adds a premium touch. And let's not forget the removable medallion. It can be tucked into the pocket on the Swoosh, worn as a pendant or added to a keychain—the options are endless.  5 stars represent the players on the court, while the sunray graphic symbolizes lifting up and supporting other women. Cross-hatched leather adds texture and durability. Vulcanized construction fuses the sole to the upper for a flexible, broken-in feel. Rubber outsole with herringbone pattern adds durable traction and heritage style. Midsole finish makes it look like you’ve just pulled them from the history books. Padded, mid-cut collar looks sleek and feels great.",,"₹ 9,695.00",WMNS BLAZER MID 77 SE WHITE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-blazer-low-77-se-white,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns blazer mid 77 se white,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns blazer mid 77 se white,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DV7003-100,
Adidas Originals,"SHOES INSPIRED BY '80S BASKETBALL AND READY FOR TODAY. The best things start out good and become great as time goes along. That's the story with these adidas Rivalry shoes — born for the basketball court in the 1980s and a mainstream style statement today. They're designed with tonal 3-Stripes on a soft leather upper over a classic rubber outsole. Wear them to the skatepark, out with friends or on a walk in your neighborhood. They're yours to make your own.",,"₹ 11,999.00",RIVALRY 86 LOW 003 CORE BLACKTALCOLIVE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/rivalry-86-low-003-core-black-talc-olive,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/rivalry 86 low 003 core blacktalcolive,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/rivalry 86 low 003 core blacktalcolive,Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF3401,
Reebok,"COMFORTABLE BASKETBALL-INSPIRED SHOES WITH NEUTRAL SUEDE DETAILS Bring your legit retro style anywhere you go. These women's Reebok shoes have a soft and delicate suede look and feel. Subtle lavender accents on the sidewall, heel and tongue give them that extra pop to make your outfit stand out.",,"₹ 9,999.00",WMNS BB 4000 II PURE GREY 3PURPLE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-bb-4000-ii-pure-grey-3-purple,data/raw/superkicks/women-basketball-sneakers/images/reebok/wmns bb 4000 ii pure grey 3purple,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/reebok/wmns bb 4000 ii pure grey 3purple,Reebok,Vietnam,Reebok India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,IF4730,
Adidas Originals,"SHOES INSPIRED BY '80S BASKETBALL AND READY FOR TODAY. The best things start out good and become great as time goes along. That's the story with these adidas Rivalry shoes — born for the basketball court in the 1980s and a mainstream style statement today. They're designed with tonal 3-Stripes on a soft leather upper over a classic rubber outsole. Wear them to the skatepark, out with friends or on a walk in your neighborhood. They're yours to make your own.",,"₹ 11,999.00",RIVALRY 86 LOW 003 TALCCARBONCREAM WHITE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/rivalry-86-low-003-talc-carbon-cream-white,data/raw/superkicks/women-basketball-sneakers/images/adidas originals/rivalry 86 low 003 talccarboncream white,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/adidas originals/rivalry 86 low 003 talccarboncream white,Adidas,China,adidas India Marketing Private Limited,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,IF3402,
Jordan,"The Tinker Hatfield-designed Air Jordan 11 was meant for MJ to wear on and off the court. Inspired by exotic cars, its shiny patent-leather overlays will steal the scene whenever you walk into a room or hit the streets. Coming in time for a fresh spring season, a Pure Violet patent leather overlay is combined with a traditional white mesh upper for a bright, floral effect. An icy outsole works with the stunning Pure Violet patent leather to create flavourful flair with a cool attitude.",,"₹ 13,862.00",WMNS AIR JORDAN 11 LOW  PURE VIOLET ,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-11-low-pure-violet,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 11 low  pure violet ,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 11 low  pure violet ,LONGCHUAN SIMONA FOOTWEAR CO. LTD,China,Nike India Private Limited,0.95,SHOE,1 Pair,SUPER KICKS INDIA PVT. LTD,AH7860-101,
Nike,"LEGENDARY AF1 STYLE.The Air Force 1 '07 Mid is everything you love best: crisp overlays, bold accents and the perfect amount of flash to let you shine. The padded, mid-height collar with classic hook-and-loop closure mixes style versatility with heritage b-ball comfort while perforations on the toe keep you cool.The crisp, easy to clean upper nods to legendary hoops style while the mid-height design locks in the fit. It's history, looks and the symbol of freshness all wrapped into 1.The leather overlays are smoother than backboard glass, durable and add comfort to every step.Originally designed for hoops, the Air cushioning delivers lasting comfort while the padded ankle and tongue pillow every step.More Details  Foam midsole Variable width lacing system Hook and loop closure lets you customize styling and fit Padded mid-height collar provides a comfortable fit Perforations on the toe Non-marking rubber sole adds traction and durability",,"₹ 9,695.00",WMNS AIR FORCE 1 07 MID SUMMIT WHITEDESERT OCHRE-SUMMIT WHITE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-mid-summit-white-desert-ochre-summit-white,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 mid summit whitedesert ochre-summit white,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 mid summit whitedesert ochre-summit white,Nike,Vietnam,Nike India Pvt. Ltd.,0.95 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,DD9625-102,
Jordan,"In keeping with the Jordan legend, this Air Jordan 1 Retro remains unchanged in its iconic silhouette. It features a mid cut including a white upper and coral overlays as well as matching Swoosh and Outsole. Combined with light pink details in the padded collar and midsole, this ""Strawberries and Cream"" colorway features logo details that match in color..",,"₹ 11,495.00",WMNS AIR JORDAN 1 MID STRAWBERRIESCREAM,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/air-jordan-1-mid-strawberries-cream,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid strawberriescream,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid strawberriescream,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,BQ6472-186,
Nike,"LEGENDARY STYLE REFINED.The radiance lives on in the Nike Air Force 1 ’07, the b-ball icon that puts a fresh spin on what you know best: crisp leather, bold colors and the perfect amount of flash to make you shine.The stitched leather overlays on the upper add heritage style, durability and support.Originally designed for hoops, Nike Air cushioning adds lightweight, all-day comfort.The low-cut silhouette adds a clean, streamlined look.The padded collar feels soft and comfortable.More Details  Foam midsole Perforations on the toe",,"₹ 8,195.00",WMNS AIR FORCE 1 07 WHITEBLACK-WHITE-WHITE,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-force-1-07-white-black-white-white,data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteblack-white-white,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/nike/wmns air force 1 07 whiteblack-white-white,Nike India Pvt. Ltd.,Vietnam,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,DD8959-103,
Jordan,"Making its debut in 1986, the AJ2 was the cool younger sibling of its famous predecessor—a sleeker and more pared-down version of the iconic AJ1. With premium leather and a Nike Air-Sole unit underfoot, this throwback serves the ultimate combo of wearability and style.Leather in the upper feels luxurious and adds durability.Nike Air-Sole unit in the heel delivers lightweight, responsive cushioning.Rubber outsole offers traction on a variety of surfaces.",,"₹ 14,995.00",WMNS AIR JORDAN 2 RETRO LOW WHITEVARSITY ROYAL-BLACK-MUSLIN,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-2-retro-low-white-varsity-royal-black-muslin,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low whitevarsity royal-black-muslin,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 2 retro low whitevarsity royal-black-muslin,Nike,Vietnam,Nike India Pvt. Ltd.,0.95kg,Shoe,1 pair,Superkicks India Pvt. Ltd.,DX4401-104,
Jordan,"HERITAGE STYLE, PREMIUM COMFORT ON AND OFF THE COURT.The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.Premium leather and synthetic upper provides durability, comfort and support.Air-Sole unit in the heel delivers signature cushioning.Rubber outsole offers traction on a variety of surfaces.",,"₹ 11,495.00",WMNS AIR JORDAN 1 SAILBLACK-DESERT,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-sail-black-desert,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 sailblack-desert,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 sailblack-desert,Nike,Vietnam,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,BQ6472-103,
Jordan,"HERITAGE STYLE, PREMIUM COMFORT ON AND OFF THE COURT.The Air Jordan 1 Mid brings full-court style and premium comfort to an iconic look. Its Air-Sole unit cushions play on the hardwood, while the padded collar gives you a supportive feel.Premium leather and synthetic upper provides durability, comfort and support.Air-Sole unit in the heel delivers signature cushioning.Rubber outsole offers traction on a variety of surfaces.",,"₹ 11,495.00",WMNS AIR JORDAN 1 MID SKY J FR BLUEOZONE BLUE-SAIL,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-mid-sky-j-fr-blue-ozone-blue-sail,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid sky j fr blueozone blue-sail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 mid sky j fr blueozone blue-sail,Nike,China,Nike India Pvt. Ltd.,0.95 KG,SHOE,1 Pair,Superkicks India Pvt. Ltd.,BQ6472-414,
Jordan,"Sweeten your look with this AJ1. Reimagining MJ's first hit shoe, it pairs premium leather with a dash of delight—just one look at those luxe laces will leave you wanting more. Go ahead, treat yourself.Premium leather in the upper gives you stylish durability.Ribbon laces add texture to your look.Nike Air technology absorbs impact for cushioning with every step.",,"₹ 16,995.00",WMNS AIR JORDAN 1 RETRO HIGH OG PRALINEWHITE-SAIL,women-basketball-sneakers,https://www.superkicks.in/collections/women-basketball-sneakers,https://www.superkicks.in/products/wmns-air-jordan-1-retro-high-og-praline-white-sail,data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 retro high og pralinewhite-sail,s3://sneakers-ml/data/raw/superkicks/women-basketball-sneakers/images/jordan/wmns air jordan 1 retro high og pralinewhite-sail,Nike,China,Nike India Private Ltd.,1.10 KG,Shoe,1 Pair,Superkicks India Pvt. Ltd.,FN6622-201,
